Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;UKIP chance;Green chance;NAT chance;MIN chance;OTH chance
Aldershot;Unknown (Reform gain from LAB);12;Hampshire;78569;10665;12270;5709;14557;3949;0;0;476;0.169;0.283;0.017;0.530;0.001;0.000;0.000;0.000
Aldridge-Brownhills;Unknown (Reform gain from CON);7;Black Country;70871;10528;6521;3685;17627;2585;0;0;425;0.109;0.010;0.000;0.881;0.000;0.000;0.000;0.000
Altrincham and Sale West;Connor Rand;4;Central Manchester;74025;11362;15878;6913;10710;4106;0;848;0;0.165;0.643;0.019;0.170;0.002;0.000;0.000;0.000
Amber Valley;Unknown (Reform gain from LAB);8;Derbyshire;71546;7199;9026;3754;18711;3056;0;0;414;0.018;0.048;0.001;0.932;0.000;0.000;0.000;0.000
Arundel and South Downs;Andrew Griffith;12;West Sussex;77969;16676;7048;10457;14360;5169;0;0;483;0.555;0.018;0.090;0.333;0.003;0.000;0.000;0.000
Ashfield;Lee Anderson;8;Nottinghamshire;68929;2742;6852;1875;21680;1597;0;5230;0;0.000;0.004;0.000;0.995;0.000;0.000;0.000;0.000
Ashford;Unknown (Reform gain from LAB);12;Kent;76212;10342;9380;4506;16046;5123;0;0;915;0.141;0.101;0.004;0.749;0.004;0.000;0.000;0.000
Ashton-under-Lyne;Unknown (Reform gain from LAB);4;Eastern Manchester;71002;3169;9299;2672;14754;2698;0;2554;0;0.001;0.132;0.001;0.865;0.000;0.000;0.000;0.000
Aylesbury;Unknown (Reform gain from LAB);12;Buckinghamshire;79169;9512;11041;9504;14268;3563;0;737;91;0.128;0.180;0.114;0.577;0.000;0.000;0.000;0.000
Banbury;Unknown (Reform gain from LAB);12;Oxfordshire;73193;9930;13153;5907;13684;3521;0;0;724;0.139;0.385;0.020;0.455;0.001;0.000;0.000;0.000
Barking;Unknown (Reform gain from LAB);11;Barking and Dagenham;79825;2593;8662;3561;12530;5572;0;2607;477;0.005;0.183;0.008;0.775;0.028;0.000;0.000;0.000
Barnsley North;Unknown (Reform gain from LAB);5;South Yorkshire;78267;2079;10248;3035;19888;2742;0;0;832;0.000;0.061;0.000;0.939;0.000;0.000;0.000;0.000
Barnsley South;Unknown (Reform gain from LAB);5;South Yorkshire;75850;1986;8592;2664;20694;2437;0;0;761;0.000;0.018;0.000;0.982;0.000;0.000;0.000;0.000
Barrow and Furness;Unknown (Reform gain from LAB);4;Cumbria;74980;9397;11013;3836;14322;2838;0;0;501;0.121;0.236;0.002;0.640;0.000;0.000;0.000;0.000
Basildon and Billericay;Unknown (Reform gain from CON);9;Essex;76873;9529;7365;4341;17870;3048;0;0;608;0.084;0.021;0.000;0.894;0.000;0.000;0.000;0.000
Basildon South and East Thurrock;James McMurdock;9;Essex;72673;7185;6810;3369;18805;2566;0;0;1296;0.019;0.008;0.000;0.972;0.000;0.000;0.000;0.000
Basingstoke;Luke Murphy;12;Hampshire;78487;11151;12922;5359;12898;5179;0;0;623;0.210;0.382;0.016;0.384;0.008;0.000;0.000;0.000
Bassetlaw;Unknown (Reform gain from LAB);8;Nottinghamshire;78173;9151;10801;3843;17269;3050;0;0;415;0.066;0.118;0.001;0.814;0.000;0.000;0.000;0.000
Bath;Wera Hobhouse;10;Bristol area;69655;7053;7765;15902;9200;5864;0;250;1152;0.050;0.048;0.763;0.118;0.020;0.000;0.000;0.000
Battersea;Marsha de Cordova;11;Wandsworth;72767;9008;17450;6893;6580;5317;0;505;422;0.065;0.887;0.019;0.020;0.008;0.000;0.000;0.000
Beaconsfield;Joy Morrissey;12;Buckinghamshire;72751;15354;5650;12273;11041;2766;0;0;679;0.580;0.013;0.242;0.163;0.001;0.000;0.000;0.000
Beckenham and Penge;Liam Conlon;11;Bromley;76876;10005;18446;6491;10665;4830;0;0;295;0.075;0.812;0.007;0.102;0.003;0.000;0.000;0.000
Bedford;Mohammad Yasin;9;Bedfordshire;72478;5632;12107;5373;11505;3596;0;798;631;0.025;0.503;0.021;0.447;0.003;0.000;0.000;0.000
Bedfordshire Mid;Unknown (Reform gain from CON);9;Bedfordshire;76218;13389;10419;5975;14347;3836;0;0;1131;0.361;0.145;0.013;0.478;0.002;0.000;0.000;0.000
Bedfordshire North;Richard Fuller;9;Bedfordshire;78850;15219;9619;6708;14658;4164;0;0;404;0.481;0.088;0.018;0.412;0.000;0.000;0.000;0.000
Bermondsey and Old Southwark;Neil Coyle;11;Southwark;69473;2396;11239;9446;7467;6095;0;0;583;0.003;0.567;0.268;0.113;0.048;0.000;0.000;0.000
Bethnal Green and Stepney;Unknown (MIN gain from LAB);11;Tower Hamlets;81922;1827;9782;6696;7478;7928;0;10624;0;0.002;0.330;0.097;0.144;0.140;0.000;0.286;0.000
Beverley and Holderness;Unknown (Reform gain from CON);5;Humber area;70559;10453;9448;5377;15762;2567;0;0;714;0.163;0.110;0.008;0.719;0.000;0.000;0.000;0.000
Bexhill and Battle;Unknown (Reform gain from CON);12;East Sussex;72209;11695;8580;5888;15881;3559;0;0;1932;0.269;0.079;0.019;0.629;0.003;0.000;0.000;0.000
Bexleyheath and Crayford;Unknown (Reform gain from LAB);11;Bexley;69470;9590;9217;4550;15726;3131;0;0;331;0.107;0.111;0.001;0.780;0.001;0.000;0.000;0.000
Bicester and Woodstock;Calum Alexander Miller;12;Oxfordshire;74350;11895;6331;15703;11285;3572;0;0;500;0.205;0.015;0.592;0.187;0.001;0.000;0.000;0.000
Birkenhead;Unknown (Reform gain from LAB);4;Merseyside;78091;2378;13212;4242;14652;7798;0;0;529;0.000;0.384;0.002;0.586;0.027;0.000;0.000;0.000
Birmingham Edgbaston;Unknown (Reform gain from LAB);7;Birmingham;71787;5786;10094;4349;11085;3842;0;0;1585;0.054;0.414;0.012;0.507;0.011;0.000;0.000;0.001
Birmingham Erdington;Unknown (Reform gain from LAB);7;Birmingham;77463;3716;8032;3006;14965;3171;0;0;1288;0.002;0.083;0.001;0.911;0.002;0.000;0.000;0.000
Birmingham Hall Green and Moseley;Unknown (MIN gain from LAB);7;Birmingham;76936;2493;7113;6302;9158;5300;0;9305;0;0.011;0.167;0.113;0.432;0.053;0.000;0.222;0.000
Birmingham Hodge Hill and Solihull North;Unknown (Reform gain from LAB);7;Birmingham;77737;3270;5688;2502;12985;2872;0;6700;0;0.008;0.041;0.002;0.918;0.002;0.000;0.027;0.000
Birmingham Ladywood;Unknown (MIN gain from LAB);7;Birmingham;83693;1477;7078;4014;7877;5837;0;8530;0;0.005;0.213;0.033;0.395;0.105;0.000;0.247;0.000
Birmingham Northfield;Unknown (Reform gain from LAB);7;Birmingham;74048;5440;9303;3424;15159;3599;0;0;528;0.009;0.131;0.001;0.858;0.000;0.000;0.000;0.000
Birmingham Perry Barr;Unknown (Reform gain from MIN);7;Birmingham;76350;2205;5830;3600;10576;3985;0;8935;353;0.008;0.075;0.015;0.683;0.019;0.000;0.199;0.000
Birmingham Selly Oak;Unknown (Reform gain from LAB);7;Birmingham;75678;4469;11068;4384;12045;4990;0;0;1544;0.017;0.425;0.008;0.538;0.011;0.000;0.000;0.000
Birmingham Yardley;Unknown (Reform gain from LAB);7;Birmingham;73203;2738;6386;4273;11169;2803;0;7598;0;0.011;0.086;0.032;0.764;0.005;0.000;0.101;0.000
Bishop Auckland;Unknown (Reform gain from LAB);3;Durham;70745;5798;10643;3064;17471;2458;0;0;403;0.006;0.117;0.000;0.877;0.000;0.000;0.000;0.000
Blackburn;Unknown (Reform gain from MIN);4;Lancashire;73259;2095;5258;3379;13797;2506;0;7044;3338;0.002;0.043;0.010;0.892;0.005;0.000;0.037;0.010
Blackley and Middleton South;Unknown (Reform gain from LAB);4;Central Manchester;72097;1851;8630;3226;13702;3769;0;0;295;0.000;0.127;0.001;0.869;0.002;0.000;0.000;0.000
Blackpool North and Fleetwood;Unknown (Reform gain from LAB);4;Lancashire;73339;8485;9719;3328;16850;2527;0;0;584;0.047;0.114;0.001;0.837;0.000;0.000;0.000;0.000
Blackpool South;Unknown (Reform gain from LAB);4;Lancashire;77459;3173;10287;2636;17176;2251;0;0;432;0.000;0.103;0.001;0.896;0.000;0.000;0.000;0.000
Blaydon and Consett;Unknown (Reform gain from LAB);3;Durham;70487;4516;13397;3637;16541;2994;0;0;423;0.001;0.302;0.000;0.696;0.000;0.000;0.000;0.000
Blyth and Ashington;Unknown (Reform gain from LAB);3;Northumberland;76263;4347;11873;2982;18271;2655;0;0;391;0.001;0.145;0.000;0.854;0.000;0.000;0.000;0.000
Bognor Regis and Littlehampton;Unknown (Reform gain from CON);12;West Sussex;77565;10980;8428;6204;18384;3139;0;0;716;0.124;0.041;0.009;0.825;0.000;0.000;0.000;0.000
Bolsover;Unknown (Reform gain from LAB);8;Derbyshire;77207;6066;10848;3121;18177;3674;0;0;290;0.006;0.099;0.000;0.894;0.000;0.000;0.000;0.000
Bolton North East;Unknown (Reform gain from LAB);4;Western Manchester;80011;5584;10038;3571;16827;4508;0;1346;297;0.010;0.108;0.004;0.876;0.001;0.000;0.000;0.000
Bolton South and Walkden;Unknown (Reform gain from LAB);4;Western Manchester;79622;3059;8471;2889;15113;3122;0;3686;184;0.001;0.095;0.003;0.899;0.000;0.000;0.000;0.000
Bolton West;Unknown (Reform gain from LAB);4;Western Manchester;74933;9214;10570;4341;14330;4601;0;0;489;0.116;0.209;0.006;0.663;0.005;0.000;0.000;0.000
Bootle;Peter Dowd;4;Merseyside;73037;1568;14906;3238;13181;4672;0;1083;0;0.000;0.591;0.000;0.408;0.001;0.000;0.000;0.000
Boston and Skegness;Richard Tice;8;Lincolnshire;75811;8375;3925;2986;23670;1847;0;0;770;0.005;0.001;0.000;0.994;0.000;0.000;0.000;0.000
Bournemouth East;Unknown (Reform gain from LAB);10;Dorset;72354;8233;13012;4805;13308;3803;0;0;846;0.073;0.430;0.009;0.486;0.002;0.000;0.000;0.000
Bournemouth West;Unknown (Reform gain from LAB);10;Dorset;70259;8561;9036;5122;12149;4104;0;0;492;0.161;0.208;0.028;0.594;0.008;0.000;0.000;0.000
Bracknell;Unknown (Reform gain from LAB);12;Berkshire;71656;11134;9308;6207;12719;3485;0;0;621;0.315;0.166;0.031;0.487;0.001;0.000;0.000;0.000
Bradford East;Unknown (Reform gain from LAB);5;West Yorkshire;75167;1951;7199;3745;13080;3631;0;5516;875;0.005;0.111;0.012;0.855;0.006;0.000;0.010;0.000
Bradford South;Unknown (Reform gain from LAB);5;West Yorkshire;71002;3225;6618;2851;14806;3185;0;428;1886;0.006;0.051;0.002;0.938;0.002;0.000;0.000;0.000
Bradford West;Unknown (Reform gain from LAB);5;West Yorkshire;77897;1711;5696;3385;11182;4550;0;7328;1392;0.010;0.091;0.028;0.747;0.032;0.000;0.091;0.000
Braintree;Unknown (Reform gain from CON);9;Essex;77781;12286;8401;5018;18762;3613;0;0;725;0.150;0.042;0.002;0.805;0.000;0.000;0.000;0.000
Brent East;Dawn Butler;11;Brent;77257;3809;11777;5682;8723;5075;0;784;1083;0.013;0.689;0.041;0.232;0.024;0.000;0.000;0.000
Brent West;Barry Gardiner;11;Brent;79937;8812;10753;4852;9291;3784;0;2201;0;0.218;0.446;0.026;0.301;0.008;0.000;0.000;0.000
Brentford and Isleworth;Ruth Cadbury;11;Hounslow;79283;7547;13239;5612;10451;4833;0;2296;221;0.072;0.630;0.029;0.260;0.009;0.000;0.000;0.000
Brentwood and Ongar;Unknown (Reform gain from CON);9;Essex;75352;13520;7553;7098;17028;2591;0;0;451;0.266;0.023;0.011;0.699;0.000;0.000;0.000;0.000
Bridgwater;Unknown (Reform gain from CON);10;Somerset;71571;9177;6495;6132;15536;2809;0;373;405;0.109;0.022;0.021;0.847;0.000;0.000;0.000;0.000
Bridlington and the Wolds;Unknown (Reform gain from CON);5;Humber area;72931;9812;6779;4718;18550;2281;0;0;941;0.066;0.015;0.001;0.917;0.000;0.000;0.000;0.000
Brigg and Immingham;Unknown (Reform gain from CON);5;Humber area;74297;10372;7328;3586;18510;2492;0;0;387;0.070;0.020;0.001;0.908;0.000;0.000;0.000;0.000
Brighton Kemptown and Peacehaven;Chris Ward;12;East Sussex;68784;6334;12522;5208;7478;7715;0;0;1355;0.068;0.692;0.028;0.117;0.094;0.000;0.000;0.000
Brighton Pavilion;Siân Berry;12;East Sussex;74786;3300;10694;4586;7301;24816;0;0;647;0.000;0.023;0.001;0.004;0.971;0.000;0.000;0.000
Bristol Central;Carla Denyer;10;Bristol area;62735;2014;9905;3605;4334;22853;0;0;354;0.000;0.018;0.000;0.000;0.981;0.000;0.000;0.000
Bristol East;Unknown (Green gain from LAB);10;Bristol area;75917;3886;12584;5205;8932;13469;0;0;1160;0.009;0.384;0.014;0.101;0.492;0.000;0.000;0.000
Bristol North East;Damien Egan;10;Bristol area;70076;4793;12433;3913;11602;7272;0;0;942;0.017;0.532;0.011;0.384;0.055;0.000;0.000;0.000
Bristol North West;Darren Jones;10;Bristol area;74869;5779;16825;5951;10402;8094;0;0;452;0.012;0.799;0.016;0.135;0.038;0.000;0.000;0.000
Bristol South;Karin Smyth;10;Bristol area;75533;4101;12336;4098;12273;9705;0;0;432;0.006;0.409;0.005;0.442;0.136;0.000;0.000;0.000
Broadland and Fakenham;Unknown (Reform gain from CON);9;Norfolk;76859;12480;10294;6432;15310;4152;0;0;403;0.279;0.123;0.014;0.580;0.003;0.000;0.000;0.000
Bromley and Biggin Hill;Peter Fortune;11;Bromley;70713;12992;10655;6151;12224;3796;0;0;344;0.447;0.210;0.019;0.319;0.004;0.000;0.000;0.000
Bromsgrove;Unknown (Reform gain from CON);7;Hereford and Worcestershire;76468;12253;8579;8492;16707;2917;0;176;1044;0.231;0.057;0.046;0.663;0.002;0.000;0.000;0.000
Broxbourne;Unknown (Reform gain from CON);9;Hertfordshire;75187;11320;7917;4737;15564;3180;0;0;435;0.216;0.047;0.005;0.731;0.000;0.000;0.000;0.000
Broxtowe;Unknown (Reform gain from LAB);8;Nottinghamshire;71923;6937;13594;5450;15190;4078;0;410;597;0.028;0.381;0.008;0.581;0.002;0.000;0.000;0.000
Buckingham and Bletchley;Unknown (Reform gain from LAB);12;Buckinghamshire;74832;9864;12140;5948;14492;3537;0;0;438;0.131;0.279;0.019;0.569;0.002;0.000;0.000;0.000
Buckinghamshire Mid;Greg Smith;12;Buckinghamshire;75415;15411;6642;13572;13170;3515;0;0;593;0.449;0.016;0.294;0.239;0.001;0.000;0.000;0.000
Burnley;Unknown (Reform gain from LAB);4;Lancashire;74951;5232;7535;7178;16433;2175;0;0;571;0.012;0.040;0.024;0.924;0.000;0.000;0.000;0.000
Burton and Uttoxeter;Unknown (Reform gain from LAB);7;Staffordshire;77994;9524;8971;3890;17388;3425;0;2290;0;0.094;0.059;0.001;0.845;0.000;0.000;0.000;0.000
Bury North;Unknown (Reform gain from LAB);4;Western Manchester;77703;7656;13056;3769;15080;2715;0;1602;382;0.040;0.334;0.002;0.623;0.000;0.000;0.000;0.000
Bury South;Unknown (Reform gain from LAB);4;Western Manchester;75339;5969;12884;3968;13773;3417;0;963;346;0.019;0.411;0.002;0.567;0.001;0.000;0.000;0.000
Bury St Edmunds and Stowmarket;Unknown (Reform gain from LAB);9;Suffolk;77599;11022;10430;5640;15998;6059;0;0;1013;0.190;0.131;0.014;0.651;0.013;0.000;0.000;0.000
Calder Valley;Unknown (Reform gain from LAB);5;West Yorkshire;77364;7805;15208;4745;15309;4267;0;0;521;0.026;0.483;0.002;0.488;0.000;0.000;0.000;0.000
Camborne and Redruth;Unknown (Reform gain from LAB);10;Cornwall;74402;7084;13237;5332;16769;3758;0;0;669;0.019;0.279;0.011;0.690;0.001;0.000;0.000;0.000
Cambridge;Daniel Zeichner;9;Cambridgeshire;70315;3746;13816;9115;5825;8318;0;949;591;0.008;0.711;0.150;0.041;0.089;0.000;0.000;0.000
Cambridgeshire North East;Unknown (Reform gain from CON);9;Cambridgeshire;71511;10344;4458;3863;17985;2503;0;256;704;0.095;0.003;0.001;0.900;0.000;0.000;0.000;0.000
Cambridgeshire North West;Unknown (Reform gain from LAB);9;Cambridgeshire;75915;10241;8586;4968;16034;4032;0;0;401;0.146;0.061;0.007;0.783;0.002;0.000;0.000;0.000
Cambridgeshire South;Pippa Heylings;9;Cambridgeshire;77327;10811;6335;20622;11680;3494;0;0;465;0.064;0.005;0.848;0.082;0.000;0.000;0.000;0.000
Cannock Chase;Unknown (Reform gain from LAB);7;Staffordshire;76974;8286;8653;3253;19650;3173;0;0;417;0.027;0.030;0.000;0.943;0.000;0.000;0.000;0.000
Canterbury;Rosie Duffield;12;Kent;71171;7494;14238;5448;12437;6113;0;0;385;0.053;0.548;0.010;0.375;0.013;0.000;0.000;0.000
Carlisle;Unknown (Reform gain from LAB);4;Cumbria;77863;9235;10454;4746;16820;3268;0;0;738;0.068;0.137;0.002;0.791;0.001;0.000;0.000;0.000
Carshalton and Wallington;Bobby Dean;11;Sutton;74362;8096;5297;15611;13042;2438;0;550;214;0.035;0.004;0.641;0.319;0.000;0.000;0.000;0.000
Castle Point;Unknown (Reform gain from CON);9;Essex;70967;10581;5792;3187;19003;2529;0;0;339;0.076;0.005;0.001;0.918;0.000;0.000;0.000;0.000
Chatham and Aylesford;Unknown (Reform gain from LAB);12;Kent;75109;8140;7949;4087;16536;3501;0;545;400;0.057;0.047;0.006;0.889;0.001;0.000;0.000;0.000
Cheadle;Tom Morrison;4;Eastern Manchester;74383;8031;7453;18755;11050;2448;0;960;67;0.021;0.015;0.850;0.113;0.000;0.000;0.000;0.000
Chelmsford;Marie Goldman;9;Essex;76972;12477;4817;16038;12685;2974;0;207;522;0.202;0.003;0.561;0.233;0.000;0.000;0.000;0.000
Chelsea and Fulham;Ben Coleman;11;Hammersmith and Fulham;78468;13474;14905;6131;7613;3925;0;616;40;0.382;0.559;0.012;0.043;0.004;0.000;0.000;0.000
Cheltenham;Max Wilkinson;10;Gloucestershire;76143;12254;3697;19197;8984;3885;0;0;597;0.132;0.001;0.823;0.042;0.001;0.000;0.000;0.000
Chesham and Amersham;Sarah Green;12;Buckinghamshire;74889;15546;4115;19120;10463;2822;0;952;124;0.282;0.001;0.659;0.058;0.000;0.000;0.000;0.000
Cheshire Mid;Unknown (Reform gain from LAB);4;Cheshire;70384;6051;12669;4164;14587;2654;0;0;675;0.016;0.373;0.000;0.610;0.000;0.000;0.000;0.000
Chester North and Neston;Samantha Dixon;4;Cheshire;70215;7832;15289;4043;12048;4172;0;0;333;0.041;0.674;0.002;0.282;0.000;0.000;0.000;0.000
Chester South and Eddisbury;Aphra Brandreth;4;Cheshire;74284;15484;11675;7264;12575;3227;0;0;1023;0.548;0.195;0.015;0.242;0.000;0.000;0.000;0.000
Chesterfield;Unknown (Reform gain from LAB);8;Derbyshire;71654;6059;12324;3783;15226;2983;0;439;351;0.014;0.303;0.001;0.681;0.001;0.000;0.000;0.000
Chichester;Jessica Brown-Fuller;12;West Sussex;78374;11375;3485;19067;14089;2850;0;0;517;0.073;0.000;0.715;0.212;0.000;0.000;0.000;0.000
Chingford and Woodford Green;Unknown (Reform gain from CON);11;Waltham Forest;75178;11076;9216;4064;11110;2625;0;8227;0;0.326;0.194;0.014;0.416;0.003;0.000;0.046;0.000
Chippenham;Sarah Gibson;10;Wiltshire;73876;11621;3517;17049;12771;3073;0;0;665;0.146;0.001;0.647;0.206;0.000;0.000;0.000;0.000
Chipping Barnet;Dan Tomlinson;11;Barnet;78038;12436;16082;5795;10367;4404;0;0;386;0.224;0.648;0.011;0.114;0.002;0.000;0.000;0.000
Chorley;Lindsay Hoyle;4;Lancashire;74575;1086;15692;3186;9197;4884;0;0;1928;0.000;0.892;0.000;0.102;0.004;0.000;0.000;0.000
Christchurch;Unknown (Reform gain from CON);10;Dorset;71064;12557;5307;9405;16297;2460;0;0;1336;0.267;0.008;0.081;0.642;0.001;0.000;0.000;0.000
Cities of London and Westminster;Rachel Blake;11;City of Westminster;73369;10381;12502;6047;6469;3583;0;645;319;0.296;0.620;0.025;0.053;0.005;0.000;0.000;0.000
Clacton;Nigel Farage;9;Essex;78703;8562;4094;3593;27703;2372;0;0;636;0.003;0.000;0.000;0.997;0.000;0.000;0.000;0.000
Clapham and Brixton Hill;Bell Ribeiro-Addy;11;Lambeth;74435;3232;16134;8187;6078;7874;0;0;435;0.003;0.861;0.056;0.024;0.055;0.000;0.000;0.000
Colchester;Unknown (Reform gain from LAB);9;Essex;78662;6907;13033;6681;13525;3893;0;0;300;0.037;0.429;0.028;0.501;0.004;0.000;0.000;0.000
Colne Valley;Unknown (Reform gain from LAB);5;West Yorkshire;72638;8633;13273;4266;14320;3958;0;0;437;0.065;0.387;0.004;0.542;0.001;0.000;0.000;0.000
Congleton;Unknown (Reform gain from LAB);4;Cheshire;74243;11135;11985;5883;15467;3082;0;0;1551;0.167;0.260;0.008;0.563;0.001;0.000;0.000;0.000
Corby and East Northamptonshire;Unknown (Reform gain from LAB);8;Northamptonshire;78787;10938;12765;4549;15498;3743;0;0;583;0.144;0.278;0.000;0.577;0.001;0.000;0.000;0.000
Cornwall North;Ben Maguire;10;Cornwall;76832;11125;3088;17708;16037;2441;0;0;588;0.077;0.000;0.547;0.376;0.000;0.000;0.000;0.000
Cornwall South East;Unknown (Reform gain from LAB);10;Cornwall;72728;10374;10049;8037;15948;3410;0;0;541;0.136;0.114;0.049;0.700;0.000;0.000;0.000;0.000
Cotswolds North;Geoffrey Clifton-Brown;10;Gloucestershire;72513;14119;6363;12233;12319;3900;0;0;569;0.438;0.017;0.257;0.288;0.000;0.000;0.000;0.000
Cotswolds South;Roz Savage;10;Gloucestershire;71971;14725;3795;18060;11428;2584;0;0;678;0.277;0.000;0.631;0.091;0.000;0.000;0.000;0.000
Coventry East;Unknown (Reform gain from LAB);7;Coventry and Solihull;75801;4280;10190;3029;13971;3562;0;1051;446;0.005;0.234;0.000;0.760;0.000;0.000;0.000;0.000
Coventry North West;Unknown (Reform gain from LAB);7;Coventry and Solihull;75057;5282;12551;3876;14768;4382;0;0;451;0.008;0.349;0.004;0.636;0.003;0.000;0.000;0.000
Coventry South;Zarah Sultana;7;Coventry and Solihull;76262;6415;12981;4631;12458;4088;0;778;453;0.031;0.491;0.006;0.465;0.007;0.000;0.000;0.000
Cramlington and Killingworth;Unknown (Reform gain from LAB);3;Newcastle area;76228;6132;14565;3861;16782;2937;0;0;780;0.009;0.362;0.001;0.628;0.000;0.000;0.000;0.000
Crawley;Unknown (Reform gain from LAB);12;West Sussex;75569;9069;10350;4205;14087;4131;0;2331;154;0.126;0.208;0.010;0.651;0.004;0.000;0.000;0.000
Crewe and Nantwich;Unknown (Reform gain from LAB);4;Cheshire;78423;6796;13861;4187;17376;2993;0;423;513;0.010;0.294;0.000;0.695;0.000;0.000;0.000;0.000
Croydon East;Unknown (Reform gain from LAB);11;Croydon;76660;8434;11913;5300;11955;4421;0;0;288;0.099;0.431;0.015;0.447;0.007;0.000;0.000;0.000
Croydon South;Chris Philp;11;Croydon;74968;15244;11535;6682;9350;4383;0;851;131;0.644;0.228;0.024;0.101;0.003;0.000;0.000;0.000
Croydon West;Sarah Jones;11;Croydon;77942;3657;11333;5950;9145;5645;0;695;401;0.006;0.599;0.051;0.303;0.039;0.000;0.000;0.000
Dagenham and Rainham;Unknown (Reform gain from LAB);11;Barking and Dagenham;76478;4322;10111;3288;15235;4308;0;0;566;0.002;0.172;0.001;0.820;0.004;0.000;0.000;0.000
Darlington;Unknown (Reform gain from LAB);3;Durham;70763;8122;10620;3488;15344;3321;0;0;274;0.053;0.186;0.000;0.760;0.000;0.000;0.000;0.000
Dartford;Unknown (Reform gain from LAB);12;Kent;75426;10081;8822;4565;15838;4168;0;0;356;0.129;0.074;0.008;0.787;0.001;0.000;0.000;0.000
Daventry;Unknown (Reform gain from CON);8;Northamptonshire;80879;12840;9580;7972;17720;3482;0;0;474;0.212;0.058;0.017;0.713;0.000;0.000;0.000;0.000
Derby North;Unknown (Reform gain from LAB);8;Derbyshire;71900;5827;12160;3797;13921;3953;0;0;306;0.017;0.362;0.001;0.620;0.000;0.000;0.000;0.000
Derby South;Unknown (Reform gain from LAB);8;Derbyshire;72952;3570;8234;3153;14676;2627;0;4150;127;0.007;0.100;0.004;0.887;0.001;0.000;0.000;0.000
Derbyshire Dales;Unknown (Reform gain from LAB);8;Derbyshire;73317;13323;11958;6482;13809;3650;0;0;672;0.359;0.236;0.009;0.395;0.001;0.000;0.000;0.000
Derbyshire Mid;Unknown (Reform gain from LAB);8;Derbyshire;69281;11646;11262;4584;13728;4174;0;337;387;0.256;0.236;0.004;0.501;0.002;0.000;0.000;0.000
Derbyshire North East;Unknown (Reform gain from LAB);8;Derbyshire;73139;11421;10735;4148;14936;3197;0;0;440;0.233;0.156;0.001;0.609;0.000;0.000;0.000;0.000
Derbyshire South;Unknown (Reform gain from LAB);8;Derbyshire;73714;9446;10576;4744;16265;3025;0;0;976;0.094;0.165;0.003;0.736;0.001;0.000;0.000;0.000
Devon Central;Unknown (Reform gain from CON);10;Devon;75385;13016;11212;8623;14219;4541;0;0;633;0.315;0.164;0.075;0.441;0.003;0.000;0.000;0.000
Devon North;Ian Roome;10;Devon;79079;11730;3121;16069;15759;3225;0;0;813;0.124;0.001;0.442;0.433;0.000;0.000;0.000;0.000
Devon South;Caroline Voaden;10;Devon;70755;12132;3118;17034;12934;2512;0;0;467;0.160;0.000;0.637;0.203;0.000;0.000;0.000;0.000
Devon South West;Unknown (Reform gain from CON);10;Devon;77600;12834;9940;7223;16972;3956;0;0;734;0.241;0.086;0.030;0.640;0.002;0.000;0.000;0.000
Dewsbury and Batley;Unknown (Reform gain from MIN);5;West Yorkshire;71685;3009;5097;2763;12152;2421;0;10920;0;0.011;0.022;0.005;0.704;0.002;0.000;0.255;0.000
Didcot and Wantage;Olly Glover;12;Oxfordshire;80689;10839;7271;17218;14117;3558;0;0;407;0.095;0.015;0.592;0.295;0.001;0.000;0.000;0.000
Doncaster Central;Unknown (Reform gain from LAB);5;South Yorkshire;74678;5429;10495;2787;15783;2409;0;852;450;0.010;0.172;0.001;0.816;0.000;0.000;0.000;0.000
Doncaster East and the Isle of Axholme;Unknown (Reform gain from LAB);5;South Yorkshire;70154;9180;8926;3052;15176;2399;0;0;400;0.105;0.091;0.000;0.804;0.000;0.000;0.000;0.000
Doncaster North;Unknown (Reform gain from LAB);5;South Yorkshire;69759;4821;9728;2850;9994;2199;0;0;2680;0.036;0.482;0.005;0.470;0.001;0.000;0.000;0.005
Dorking and Horley;Chris Coghlan;12;Surrey;71850;13119;3861;16834;11929;3225;0;0;357;0.229;0.001;0.612;0.157;0.001;0.000;0.000;0.000
Dorset Mid and North Poole;Vikki Slade;10;Dorset;75294;14669;3799;17244;9920;2962;0;0;843;0.320;0.001;0.609;0.069;0.000;0.000;0.000;0.000
Dorset North;Unknown (Reform gain from CON);10;Dorset;72690;13169;3399;13629;15725;2638;0;0;634;0.220;0.000;0.278;0.501;0.000;0.000;0.000;0.000
Dorset South;Unknown (Reform gain from LAB);10;Dorset;75924;11179;9999;7948;15265;3488;0;0;598;0.212;0.118;0.048;0.621;0.001;0.000;0.000;0.000
Dorset West;Edward Morello;10;Dorset;75998;15125;3360;20315;9025;3160;0;0;866;0.226;0.000;0.745;0.029;0.000;0.000;0.000;0.000
Dover and Deal;Unknown (Reform gain from LAB);12;Kent;76406;8188;11711;4601;17415;4267;0;128;932;0.039;0.193;0.007;0.760;0.000;0.000;0.000;0.000
Droitwich and Evesham;Unknown (Reform gain from CON);7;Hereford and Worcestershire;76624;14128;6748;6429;17580;4069;0;0;531;0.294;0.014;0.011;0.679;0.001;0.000;0.000;0.000
